client_id,client_name,first_name,last_name,company_name,client_type,email,email_secondary,phone,phone_mobile,fax,address_line1,address_line2,city,state_province,postal_code,country,billing_address,created_on,modified_on,status,notes,credit_limit,payment_terms
CL-0483,TechLink Inc,,,TechLink Inc,company,legal@techlinkinc.com,,+1-391-814-1711,,,6239 Lincoln St,,Denver,CO,46542,FR,"6239 Lincoln St, Denver, CO 46542",19-02-2023,10-16-2023,inactive,Legacy client record,39841.22,30 days
CL-0484,"Torres, Jacob",Jacob,Torres,,,jacob.torres@example.com,,1-507-904-3922,857-536-2409,,1966 Park Dr,,Louisville,KY,47376,Deutschland,,26/04/2019,15/01/2023,Active,Legacy client record,26546.26,
CL-0485,SmartSystems Ltd,,,SmartSystems Ltd,company,legal_at_smartsystemsltd.com,,(505) 319-6196,+1 564 279 9426,,9150 First St,,Philadelphia,PA,80798,FR,,03/05/20,00/00/0000,active,Legacy client record,31249.06,
CL-0486,"Cruz, Sharon",Sharon,Cruz,,person,sharon.cruz@example.com,,+1 273 708 1832,1-987-888-2156,,1320 Second Ave,,Houston,TX,25888,UK,,1900-01-01,2024/09/21,active,,16357.99,
CL-0487,"Nelson, Karen",Karen,Nelson,,individual,karen.nelson@example.com,,409.635.5727,1-618-483-4482,,6303 Lincoln Ave,,Louisville,KY,10938,China,,"August 27, 2019",,inactive,,32634.09,
CL-0488,"Carter, Barbara",Barbara,Carter,,,barbara.carter@example.com,,1-643-864-8286,,,2641 Washington Ave,,Denver,CO,60848,UK,,10/21/23,2024-01-22,ACTIVE,,,Net 30
CL-0489,Paul Taylor,Paul,Taylor,,person,paul.taylor@example.com,,884-963-7403,,+1 579 277 7152,9828 Main Way,,Louisville,KY,98579,France,,2018/04/05,07-22-2024,active,,27590.33,
CL-0490,"Thomas, James",James,Thomas,,individual,james.thomas@example.com,,351.978.8451,,462.702.5249,1609 Washington Blvd,,El Paso,TX,72665,GB,,2020/05/27,,active,Legacy client record,37642.86,
CL-0491,"Flores, Nancy",Nancy,Flores,,person,nancy.flores@example.com,,+1-208-726-1578,,,3173 Second Ave,Suite 908,Nashville,TN,79464,Australia,,02/26/2018,2023-01-17,ACTIVE,,20759.97,30 days
CL-0492,"Campbell, Barbara",Barbara,Campbell,,,barbara.campbell@example.com,,+1 299 336 6438,,,5029 Lincoln St,,Milwaukee,WI,42232,China,"5029 Lincoln St, Milwaukee, WI 42232",26/10/2020,26 June 2023,active,,,Net 30
CL-0493,"Adams, Paul",Paul,Adams,,,paul.adams@example.com,,387.281.8113,(838) 612-7812,,9476 Park St,,Louisville,KY,27948,India,,2021-01-19,12-11-2024,active,Legacy client record,,
CL-0494,"Torres, Ronald",Ronald,Torres,,person,ronald.torres@example.com,,+1-991-390-7560,227-352-2009,,4218 Park Ave,,San Antonio,TX,62929,CA,"4218 Park Ave, San Antonio, TX 62929",1900-01-01,18 May 2024,,Legacy client record,,30 days
CL-0495,"Johnson, Andrew",Andrew,Johnson,,,,,(748) 367-3568,,,1337 Park Way,,San Jose,CA,47494,BR,"1337 Park Way, San Jose, CA 47494",26 December 2021,,,,,
CL-0496,"Nguyen, Sarah",Sarah,Nguyen,,person,sarah.nguyen@example.com,,(334) 635-7985,,1-472-535-8947,1867 Park Blvd,,Charlotte,NC,55762,France,,09/18/23,"June 30, 2023",suspended,,46988.22,COD
CL-0497,"Perez, Matthew",Matthew,Perez,,person,matthew.perez@example.com,,1-399-858-1366,,,9187 Main Blvd,Suite 546,New York,NY,58819,GB,"9187 Main Blvd, New York, NY 58819",N/A,,active,Legacy client record,,Net 30
CL-0498,"Johnson, Ryan",Ryan,Johnson,,individual,ryan.johnson@example.com,,809 597 6052,1-595-810-3080,,5369 Park Ave,,Philadelphia,PA,87886,Australia,,2019/12/10,06/08/2024,,,41666.1,Net 30
CL-0499,Barbara Martinez,Barbara,Martinez,,person,barbara.martinez@example.com,,838.422.2751,433.944.7926,212-921-5474,1802 Washington St,,Albuquerque,NM,15161,Canada,,2023-12-06,00/00/0000,ACTIVE,,41364.47,
CL-0500,"Thomas, Nancy",Nancy,Thomas,,person,nancy.thomas@example.com,,238.999.3187,,,739 Oak Dr,Suite 727,Washington,DC,13191,CA,,"March 02, 2022",,active,,,Net 30
